customer_id,customer_name,customer_segment,region_id
296,Emma Harris,Home Office,1
297,Scarlett King,Consumer,2
298,Nora Parker,Consumer,2
299,Aria Scott,Consumer,1
300,Sofia Wilson,Corporate,1
301,Hazel Ward,Consumer,2
302,Isla Parker,Consumer,6
303,Sophia Phillips,Consumer,4
304,Chloe Davies,Consumer,3
305,Nora Clark,Consumer,6
306,Ava Davies,Corporate,4
307,Sofia Ward,Consumer,3
308,Ethan Phillips,Home Office,4
309,Hazel Clark,Corporate,2
310,Chloe Baker,Consumer,2
311,Zoe Hill,Consumer,1
312,Chloe Thomas,Consumer,5
313,Amelia Davies,Corporate,5
314,Chloe Adams,Consumer,6
315,Emma Lewis,Consumer,3
316,Zoe Johnson,Home Office,6
317,Zoe Young,Corporate,4
318,Isla Evans,Consumer,4
319,Layla Ward,Corporate,1
320,Ella Harris,Corporate,1
321,Mia Campbell,Corporate,6
322,Chloe Parker,Consumer,1
323,Isla Thomas,Consumer,2
324,Ava Baker,Home Office,1
325,Mason Lewis,Consumer,4
326,Ethan Roberts,Consumer,3
327,Zoe Brown,Consumer,4
328,Scarlett Roberts,Consumer,6
329,James Green,Corporate,6
330,Grace Lewis,Home Office,2
331,Evelyn Campbell,Corporate,1
332,Leo White,Home Office,3
333,Ava Taylor,Corporate,6
334,Nora Roberts,Consumer,6
335,Sophia Wright,Consumer,1
336,Amelia Johnson,Corporate,2
337,Emma Scott,Home Office,3
338,Aria Harris,Corporate,5
339,Sofia Phillips,Home Office,1
340,Ethan Clark,Consumer,6
341,Henry Allen,Corporate,4
342,Emma Lewis,Consumer,2
343,Nora Wright,Consumer,3
344,Mason Roberts,Consumer,3
345,Noah Adams,Consumer,1
346,Aria Smith,Consumer,6
347,Grace Ward,Consumer,6
348,Chloe King,Consumer,2
349,Evelyn Hill,Consumer,3
350,Sofia Hill,Consumer,5
351,Evelyn Evans,Consumer,4
352,James Clark,Consumer,1
353,Liam Baker,Consumer,6
354,Hazel White,Home Office,1
355,Henry White,Corporate,1
356,Evelyn Parker,Consumer,6
357,Emma Hill,Consumer,1
358,Nora Walker,Consumer,2
359,Grace Walker,Consumer,5
360,Evelyn Clark,Home Office,4
361,Ethan Lewis,Consumer,6
362,Aiden Walker,Consumer,2
363,Leo Wilson,Consumer,4
364,Mason Clark,Home Office,1
365,Evelyn Lewis,Consumer,3
366,Evelyn Hill,Consumer,3
367,Nora Davies,Corporate,6
368,Henry Wright,Consumer,5
369,Mia Lewis,Consumer,3
370,Leo Campbell,Consumer,1
371,Ava Walker,Consumer,5
372,Mia Evans,Consumer,4
373,Aria Phillips,Consumer,1
374,Jack Scott,Corporate,6
375,Mila White,Consumer,6
376,Ella Hall,Consumer,1
377,Ella Baker,Corporate,3
378,Mason Allen,Consumer,1
379,Harper Phillips,Consumer,1
380,Nora Phillips,Consumer,5
381,Sofia Davies,Consumer,3
382,Evelyn Brown,Corporate,3
383,Mia Allen,Home Office,6
384,Evelyn Green,Consumer,6
385,Henry White,Consumer,5
386,Liam Campbell,Corporate,2
387,Scarlett Thomas,Home Office,1
388,Evelyn Walker,Consumer,3
389,Isla Phillips,Home Office,5
390,Mason Wilson,Consumer,4
391,Ava Johnson,Consumer,1
392,Isla Young,Corporate,1
393,Henry Parker,Corporate,4
394,Scarlett Brown,Consumer,1
395,Ella Clark,Consumer,5
396,Nora Green,Consumer,1
397,Jack Evans,Corporate,6
398,Aiden Adams,Consumer,3
399,Lucas Young,Corporate,3
400,Lucas Thomas,Consumer,5
401,Olivia Green,Consumer,2
402,Aiden Smith,Corporate,5
403,Nora Turner,Consumer,2
404,Zoe Turner,Home Office,1
405,Nora Taylor,Corporate,2
406,Scarlett Clark,Consumer,4
407,Isla Davies,Consumer,2
408,Chloe Adams,Corporate,4
409,Grace Hall,Consumer,5
410,Noah King,Home Office,1
411,Isla Ward,Consumer,6
412,Zoe Taylor,Consumer,6
413,Ella Wilson,Corporate,4
414,Chloe Hall,Consumer,6
415,Evelyn Allen,Consumer,1
416,Leo Scott,Consumer,6
417,Ethan Turner,Consumer,3
418,Nora Hall,Consumer,3
419,Henry Campbell,Consumer,6
420,Sofia Cooper,Consumer,1
421,Grace Clark,Consumer,6
422,Layla Ward,Corporate,2
423,Leo Hall,Corporate,6
424,Nora Davies,Consumer,6
425,Sofia Parker,Consumer,5
426,Harper Hall,Corporate,6
427,Amelia Turner,Consumer,5
428,Isla Campbell,Consumer,2
429,Mila Roberts,Home Office,6
430,Scarlett Turner,Consumer,1
431,Grace Young,Corporate,1
432,Mila Thomas,Consumer,6
433,Amelia Hall,Corporate,4
434,Liam Adams,Consumer,5
435,Mia Thomas,Consumer,4
436,Amelia White,Consumer,2
437,Ethan Cooper,Home Office,5
438,Leo Brown,Corporate,4
439,Olivia Wilson,Consumer,1
440,Isla Lewis,Consumer,1
441,Aiden Wilson,Home Office,5
442,Aiden Evans,Consumer,1
443,Liam Clark,Consumer,6
444,Aria White,Corporate,4
445,Leo Hall,Consumer,4
446,Aria Johnson,Corporate,3
447,Mason Campbell,Consumer,4
448,Aria Lewis,Consumer,5
449,Nora Turner,Consumer,5
450,Jack Adams,Consumer,6
451,Ava Parker,Consumer,2
452,Nora Turner,Home Office,2
453,Jack Lewis,Consumer,6
454,Harper Smith,Corporate,3
455,James Walker,Consumer,6
456,Scarlett Lewis,Consumer,3
457,Zoe Cooper,Consumer,5
458,Layla Clark,Consumer,4
459,Leo Hill,Consumer,6
460,Sofia King,Consumer,4
461,Chloe Scott,Consumer,5
462,Nora Thomas,Consumer,4
463,Harper Thomas,Consumer,4
464,Amelia Clark,Corporate,5
465,Harper Smith,Corporate,2
466,Lucas White,Consumer,4
467,Evelyn Baker,Consumer,1
468,Chloe Lewis,Corporate,6
469,Sofia Davies,Consumer,6
470,Layla Hall,Consumer,3
471,Hazel Wilson,Consumer,2
472,Henry King,Consumer,1
473,Ava Ward,Corporate,4
474,Lucas Wright,Home Office,6
475,Jack Baker,Consumer,5
476,Ava Brown,Corporate,4
477,Mila Clark,Consumer,1
478,Olivia Parker,Consumer,6
479,Ella Davies,Consumer,4
480,Noah Roberts,Consumer,2
481,Lucas White,Consumer,3
482,Mason Hall,Corporate,1
483,Ethan White,Consumer,2
484,Scarlett Cooper,Home Office,2
485,Lucas Roberts,Consumer,2
486,Scarlett Campbell,Corporate,6
487,Aria Roberts,Corporate,2
488,Layla Brown,Consumer,3
489,Harper Smith,Consumer,1
490,Sofia King,Consumer,5
491,Noah Harris,Corporate,3
492,Isla Green,Consumer,5
493,Liam Turner,Consumer,4
494,Mila Johnson,Consumer,5
495,Scarlett Smith,Consumer,6
496,Isla Evans,Consumer,1
497,Layla Smith,Consumer,2
498,Henry Wilson,Consumer,6
499,Isla Wilson,Corporate,2
500,Harper Baker,Corporate,3
501,Emma Wright,Consumer,1
502,Mason Hall,Consumer,1
503,Aiden Roberts,Consumer,6
504,Scarlett Harris,Consumer,4
505,Sophia Scott,Home Office,3
506,Henry Hill,Consumer,1
507,Aiden Taylor,Consumer,6
508,Scarlett Campbell,Consumer,6
509,Sophia Walker,Consumer,3
510,Emma Wright,Home Office,5
511,Ava Ward,Consumer,2
512,Mia Wright,Consumer,2
513,Evelyn Ward,Home Office,3
514,Lucas Lewis,Consumer,4
515,Aiden Evans,Consumer,1
516,Liam Wright,Consumer,2
517,Aiden Campbell,Consumer,6
518,Mila Thomas,Consumer,4
519,Emma Adams,Corporate,6
520,Scarlett Walker,Corporate,1
521,Zoe Baker,Consumer,4
522,Henry Phillips,Consumer,3
523,Emma Phillips,Home Office,1
524,Jack Phillips,Consumer,6
525,Noah Harris,Consumer,3
526,Leo Clark,Consumer,5
527,Evelyn Harris,Consumer,1
528,Liam Allen,Consumer,6
529,Mila White,Corporate,1
530,Ava Parker,Consumer,2
531,Aria Campbell,Consumer,1
532,Harper Taylor,Consumer,5
533,Aria Harris,Home Office,2
534,Mila Cooper,Home Office,6
535,Layla Hall,Consumer,2
536,Aiden Wilson,Corporate,6
537,Aria Davies,Consumer,1
538,Sofia Allen,Home Office,3
539,Mila Roberts,Consumer,4
540,Henry Phillips,Consumer,1
541,Hazel King,Consumer,6
542,Scarlett Young,Home Office,5
543,Ella Clark,Consumer,2
544,Layla Hill,Corporate,2
545,Jack Roberts,Consumer,4
546,Ethan Parker,Consumer,6
547,Isla Campbell,Consumer,6
548,Hazel Brown,Corporate,1
549,Amelia Cooper,Consumer,6
550,Ella Thomas,Home Office,6
551,Scarlett Hall,Home Office,2
552,Jack Scott,Consumer,1
553,Evelyn Lewis,Home Office,2
554,Ethan Smith,Consumer,5
555,Harper Parker,Consumer,3
556,Ethan Davies,Home Office,1
557,Harper Evans,Consumer,6
558,James Phillips,Consumer,6
559,Amelia White,Consumer,6
560,Amelia Cooper,Consumer,4
561,Henry Adams,Consumer,6
562,Nora Roberts,Consumer,1
563,Leo Smith,Consumer,4
564,Grace Evans,Home Office,5
565,Liam Thomas,Corporate,1
566,Sofia Clark,Corporate,2
567,Harper King,Consumer,6
568,Scarlett Thomas,Consumer,5
569,Aiden Young,Corporate,3
570,Mila Adams,Consumer,3
571,Harper Hall,Corporate,4
572,Chloe Smith,Consumer,3
573,Liam Walker,Corporate,5
574,Isla Lewis,Consumer,1
575,Aiden Thomas,Consumer,1
576,Mia Baker,Corporate,3
577,Jack Harris,Consumer,5
578,Harper King,Corporate,3
579,Grace Harris,Home Office,3
580,Aria Hill,Consumer,4
581,Leo White,Consumer,5
582,James Adams,Consumer,5
583,Ella Roberts,Corporate,2
584,Mia Roberts,Corporate,2
585,Isla Taylor,Consumer,2
586,Sofia Evans,Consumer,5
587,Ethan Taylor,Consumer,2
588,Sofia King,Consumer,1
589,Scarlett Adams,Home Office,5
590,Sophia Evans,Corporate,6
591,Mason Hill,Consumer,6
592,Harper Roberts,Home Office,2
593,Sofia Wright,Consumer,5
594,Scarlett Allen,Consumer,1
595,Henry Walker,Home Office,3
596,Emma Campbell,Consumer,4
597,Mason Walker,Consumer,6
598,Isla Harris,Consumer,3
599,Sophia Walker,Home Office,5
600,Ava Adams,Corporate,2
601,Leo Wilson,Home Office,2
602,Amelia Johnson,Corporate,5
603,Noah King,Home Office,1
604,Mia Adams,Consumer,5
605,Olivia Green,Consumer,6
606,Zoe Turner,Consumer,6
607,Harper Taylor,Consumer,5
608,Zoe Smith,Consumer,1
609,Jack Walker,Consumer,1
610,Harper Young,Consumer,2
611,Ella White,Consumer,2
612,Sophia Johnson,Consumer,5
613,Amelia Parker,Corporate,6
614,Harper Taylor,Consumer,5
615,Layla Brown,Consumer,6
616,Lucas Young,Consumer,1
617,Liam Wright,Consumer,6
618,Mila Baker,Home Office,4
619,Noah Wilson,Consumer,6
620,Olivia Phillips,Corporate,1
621,Jack Walker,Consumer,4
622,Liam Thomas,Home Office,1
623,Emma King,Corporate,5
624,Scarlett Clark,Consumer,6
625,Henry Scott,Consumer,4
626,Chloe Scott,Consumer,2
627,Isla Turner,Consumer,5
628,Grace Lewis,Consumer,6
629,Ella Ward,Consumer,4
630,Ella Walker,Corporate,4
631,Zoe Wright,Consumer,2
632,Aria Walker,Consumer,1
633,Jack Scott,Consumer,4
634,Noah Scott,Consumer,6
635,Sofia Taylor,Consumer,5
636,Scarlett Evans,Consumer,4
637,Mila Evans,Consumer,2
638,Amelia Baker,Consumer,3
639,Liam Davies,Consumer,1
640,Isla Davies,Consumer,6
641,Leo Brown,Consumer,4
642,Sophia Smith,Consumer,4
643,Aria Hall,Consumer,2
644,Aiden Scott,Consumer,1
645,Harper Walker,Consumer,2
646,Noah Thomas,Consumer,1
647,Mia Adams,Consumer,6
648,Mia Adams,Consumer,4
649,Zoe Hall,Consumer,6
650,Liam Baker,Consumer,1
651,Isla Ward,Consumer,1
652,Amelia Phillips,Home Office,4
653,Chloe Green,Corporate,4
654,Jack Baker,Consumer,6
655,Chloe Ward,Consumer,2
656,Mason Clark,Consumer,3
657,Emma King,Corporate,6
658,Isla Green,Consumer,4
659,Olivia Ward,Home Office,6
660,Amelia Campbell,Consumer,6
661,Olivia Brown,Consumer,4
662,Noah Davies,Consumer,2
663,Chloe Walker,Corporate,4
664,Henry Hill,Consumer,1
665,Layla Wright,Consumer,3
666,Hazel Walker,Consumer,1
667,Ella Taylor,Consumer,5
668,Ella Adams,Consumer,1
669,Mia Adams,Consumer,6
670,Lucas Roberts,Consumer,5
671,Grace King,Consumer,4
672,Harper Hall,Home Office,4
673,Liam Scott,Home Office,4
674,Noah Cooper,Consumer,5
675,Aria Hill,Consumer,6
676,Ethan Scott,Consumer,4
677,Amelia Smith,Consumer,1
678,Liam Thomas,Consumer,2
679,Evelyn Campbell,Consumer,4
680,Zoe Wright,Consumer,1
681,Jack Smith,Corporate,3
682,Scarlett Baker,Corporate,5
683,Layla Roberts,Consumer,5
684,Jack Johnson,Consumer,5
685,Scarlett Turner,Corporate,2
686,Sophia Young,Corporate,3
687,Grace Green,Corporate,6
688,Ella Ward,Consumer,6
689,Amelia Davies,Consumer,2
690,Jack Clark,Consumer,3
691,Mila Campbell,Corporate,5
692,Harper Brown,Consumer,3
693,Harper Harris,Consumer,3
694,Aria White,Consumer,6
695,Ethan Baker,Consumer,1
696,Emma Parker,Consumer,5
697,Sophia White,Consumer,3
698,Aria Adams,Consumer,3
699,Harper Walker,Consumer,5
700,Evelyn Lewis,Consumer,3
701,Layla Turner,Consumer,6
702,Leo Johnson,Consumer,5
703,Ella Brown,Consumer,4
704,Ethan Roberts,Home Office,4
705,Ethan Taylor,Consumer,3
706,Scarlett Lewis,Consumer,1
707,Zoe Allen,Consumer,1
708,Layla Smith,Consumer,5
709,Evelyn Parker,Home Office,2
710,Leo Hall,Home Office,1
711,Aria Johnson,Home Office,2
712,Mason Allen,Corporate,4
713,James Scott,Consumer,6
714,Scarlett Young,Consumer,6
715,Mila Hall,Consumer,3
716,Scarlett Johnson,Consumer,4
717,Mason Roberts,Consumer,4
718,Leo Wilson,Corporate,5
719,Hazel Walker,Consumer,3
720,Ella Cooper,Consumer,2
721,Aiden Young,Consumer,1
722,Emma Smith,Home Office,2
723,Mila Scott,Consumer,4
724,Chloe Thomas,Consumer,4
725,Aiden Davies,Consumer,3
726,Mia King,Consumer,4
727,Ava King,Home Office,6
728,Aria Brown,Consumer,4
729,Isla Campbell,Consumer,4
730,Hazel Taylor,Consumer,3
731,Ella Taylor,Consumer,3
732,Mila Campbell,Home Office,2
733,Olivia Young,Corporate,6
734,Hazel Adams,Home Office,4
735,Mia Allen,Corporate,1
736,Aiden Roberts,Corporate,1
737,Aria Campbell,Home Office,2
738,Harper Young,Consumer,6
739,Isla Hall,Home Office,3
740,Leo Wilson,Home Office,4
741,Lucas Evans,Consumer,4
742,Hazel Scott,Consumer,2
743,Grace Hill,Consumer,5
744,Nora Wilson,Consumer,4
745,Zoe Brown,Home Office,4
746,Amelia Turner,Consumer,6
747,Chloe Parker,Corporate,6
748,Aria White,Home Office,4
749,Hazel Phillips,Consumer,2
750,Grace Roberts,Consumer,6
751,Layla Smith,Home Office,6
752,Mia Hill,Home Office,1
753,Mia Campbell,Consumer,3
754,Jack Wright,Home Office,4
755,Evelyn Young,Consumer,1
756,Zoe Wilson,Corporate,5
757,Ella King,Consumer,5
758,Harper Harris,Consumer,2
759,Ethan King,Consumer,6
760,Scarlett King,Home Office,2
761,Lucas Hall,Home Office,1
762,Hazel White,Corporate,5
763,Zoe Evans,Consumer,2
764,Aiden Thomas,Corporate,5
765,Jack Lewis,Consumer,5
766,Isla Parker,Corporate,5
767,Scarlett Clark,Corporate,5
768,Noah White,Consumer,6
769,Sofia Young,Consumer,1
770,Aiden Ward,Consumer,1
771,Chloe Lewis,Consumer,3
772,Lucas Baker,Consumer,3
773,Chloe Campbell,Home Office,6
774,Mila Wilson,Home Office,1
775,Harper Johnson,Consumer,4
776,Olivia Allen,Consumer,1
777,Jack White,Corporate,6
778,Zoe Taylor,Consumer,1
779,Zoe Parker,Consumer,3
780,Ella Taylor,Consumer,2
781,Grace Ward,Home Office,6
782,Ella Smith,Home Office,3
783,Sofia Wilson,Consumer,2
784,Aria Parker,Consumer,2
785,Mila Wilson,Consumer,6
786,Liam Young,Consumer,3
787,Chloe Roberts,Home Office,1
788,Ethan Scott,Consumer,4
789,Aiden Lewis,Consumer,4
790,Mila Brown,Corporate,1
791,Zoe White,Corporate,2
792,Zoe Baker,Corporate,6
793,Zoe King,Consumer,4
794,Lucas White,Corporate,1
795,Mila Adams,Consumer,2
796,Nora Turner,Consumer,2
797,Harper Parker,Consumer,4
798,Leo Johnson,Consumer,5
799,Henry Brown,Consumer,1
800,Isla Green,Consumer,1
801,Evelyn Ward,Consumer,5
802,Mia Thomas,Consumer,6
803,Sofia Brown,Corporate,2
804,Aria Taylor,Consumer,2
805,Scarlett Green,Consumer,3
806,Aiden Parker,Consumer,6
807,Emma Hall,Home Office,6
808,Sophia Adams,Home Office,3
809,Mia Cooper,Home Office,3
810,Ava Johnson,Corporate,1
811,Ethan Phillips,Consumer,4
812,Noah Walker,Corporate,4
813,James Harris,Consumer,1
814,Aria Wilson,Consumer,5
815,Isla Allen,Corporate,6
816,Aria Wright,Corporate,6
817,Evelyn Phillips,Consumer,2
818,Sophia Davies,Consumer,6
819,Sophia Brown,Consumer,1
820,Henry Parker,Consumer,6
821,Lucas Scott,Consumer,3
822,Evelyn Thomas,Consumer,2
823,Harper Ward,Consumer,3
824,Jack Wilson,Consumer,5
825,Isla Hall,Corporate,6
826,Mila Roberts,Consumer,2
827,Ella Roberts,Home Office,3
828,Evelyn Smith,Consumer,2
829,Nora Phillips,Consumer,4
830,Ella Cooper,Consumer,1
831,Mia Baker,Consumer,5
832,Leo Davies,Consumer,5
833,Liam Hall,Consumer,5
834,James Wright,Consumer,6
835,Mia Green,Consumer,3
836,Aria Adams,Consumer,1
837,Amelia Hall,Corporate,2
838,Zoe Walker,Consumer,1
839,Mason Lewis,Consumer,3
840,Zoe Young,Consumer,1
841,Emma Thomas,Consumer,4
842,Lucas Wright,Consumer,4
843,James Wright,Consumer,1
